photo_id,user_id,lat,long,url_original,category,username,date,raw_text,preprocessed_text,is_text_missing,is_llava_imputed,local_image_path,download_ok,image_ok,quality_warning,blur_score,brightness_score,llava_raw_caption,enriched_text,enriched_raw,enrichment_ok
df5d92d8-e862-4648-bd03-8281674a439f,3ca70150-c635-4492-9c37-48be77eb084b,47.499924,8.762438,https://urbanbelonging.app/minio/photo-uploads-prod/3fc71f17-f96b-4242-9798-2eb97aefd059-1600.jpeg,works_well,fabribg,25-03-2026,"Heating works very well | It got very windy, rainy and cold fast Outside and the busdriver immediately turned on the heating, that works well",heating works very well it got very windy rainy and cold fast outside and the busdriver immediately turned on the heating that works well,False,False,data/images/df5d92d8-e862-4648-bd03-8281674a439f.jpeg,True,True,none,205.0,115.79,,heating works very well it got very windy rainy and cold fast outside and the busdriver immediately turned on the heating that works well,"Covered bus stop shelter with seating area. The heating system is functioning effectively, providing immediate warmth to passengers when exposed to adverse weather conditions such as wind, rain, and cold temperatures. This rapid response highlights the importance of a reliable heating system for passenger comfort and safety at bus stops. Infrastructure maintenance issue affecting passenger comfort.",False
cdd7c221-ed60-4f44-8c8e-2b648490bd6d,3ca70150-c635-4492-9c37-48be77eb084b,47.49579,8.741632,https://urbanbelonging.app/minio/photo-uploads-prod/4424d10b-4db4-4878-9d9d-9fd81d1d5750-1600.jpeg,works_well,fabribg,25-03-2026,"Bus stop very well delineated | Its very important because the people need to know at which position to expect the bus. It makes the exchange of passengers more efficient. | Preserved respecting the position, think as a passenger and spread along the lines.",bus stop very well delineated its very important because the people need to know at which position to expect the bus it makes the exchange of passengers more efficient preserved respecting the position think as a passenger and spread along the lines,False,False,data/images/cdd7c221-ed60-4f44-8c8e-2b648490bd6d.jpeg,True,True,none,1215.09,123.87,,covered bus stop with clearly marked zones for passenger waiting the delineation is crucial for efficient bus exchange and passenger safety facilitating a smooth and organized transfer process this improves passenger experience and reduces potential congestion,"Covered bus stop with clearly marked zones for passenger waiting. The delineation is crucial for efficient bus exchange and passenger safety, facilitating a smooth and organized transfer process. This improves passenger experience and reduces potential congestion.",True
f0e044e4-6385-4b98-ba23-dcca442c279f,3ca70150-c635-4492-9c37-48be77eb084b,47.49674,8.740428,https://urbanbelonging.app/minio/photo-uploads-prod/39d1684a-82a7-4cae-8e89-92b7fdfec61f-1600.jpeg,works_well,fabribg,25-03-2026,"Buses respect their distances | 3 buses waiting to leave and pick up passengers, event though they are late, still don't rush and respect their turns and distances. | I don't think it can be strengthened anymore, that's swiss culture.",buses respect their distances 3 buses waiting to leave and pick up passengers event though they are late still don t rush and respect their turns and distances i don t think it can be strengthened anymore that s swiss culture,False,False,data/images/f0e044e4-6385-4b98-ba23-dcca442c279f.jpeg,True,True,none,632.9,73.51,,covered bus stop shelter with seating area buses are waiting in a designated bus stop maintaining appropriate distances between each other despite being late this reflects a cultural emphasis on order and respect for others space no further action required,"Covered bus stop shelter with seating area. Buses are waiting in a designated bus stop, maintaining appropriate distances between each other despite being late. This reflects a cultural emphasis on order and respect for others’ space. No further action required.",True
6bd90447-2ff9-402a-b931-7de9b50bdc92,0f489cda-b398-4172-a173-fd2645b61c75,47.503014,8.767903,https://urbanbelonging.app/minio/photo-uploads-prod/60fc7373-0ce2-40be-b1a0-35ed0cb8f38d-1600.jpeg,works_well,andrewdd8400,26-03-2026,"Pedestrian crossings at both sides of bus stop | You can cross safely once getting off the bus, or going to the stop | Not changing it",pedestrian crossings at both sides of bus stop you can cross safely once getting off the bus or going to the stop not changing it,False,False,data/images/6bd90447-2ff9-402a-b931-7de9b50bdc92.jpeg,True,True,none,1124.52,138.34,,covered bus stop shelter with pedestrian crossings on both sides the pedestrian crossings provide a safe crossing point for individuals exiting the bus or accessing the stop infrastructure maintenance issue regarding pedestrian safety,Covered bus stop shelter with pedestrian crossings on both sides. The pedestrian crossings provide a safe crossing point for individuals exiting the bus or accessing the stop. Infrastructure maintenance issue regarding pedestrian safety.,True
95eff575-36bc-4bd6-b9ef-5fab0b9ee256,0f489cda-b398-4172-a173-fd2645b61c75,47.502613,8.765862,https://urbanbelonging.app/minio/photo-uploads-prod/51382e7f-99ff-4af4-bf02-bbbc0753ab90-1600.jpeg,works_well,andrewdd8400,26-03-2026,Estimated arrival time at bus stops | I can estimate an exact time of arrival | Keep as is,estimated arrival time at bus stops i can estimate an exact time of arrival keep as is,False,False,data/images/95eff575-36bc-4bd6-b9ef-5fab0b9ee256.jpeg,True,True,too blurry,23.21,111.93,,covered bus stop with seating area the user provided an estimated arrival time which should be maintained as is infrastructure maintenance issue affecting passenger information,"Covered bus stop with seating area. The user provided an estimated arrival time, which should be maintained as is. Infrastructure maintenance issue affecting passenger information.",True
79a856d4-ce5f-4d19-aa08-647bfa2b5fc5,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.305973,8.448873,https://urbanbelonging.app/minio/photo-uploads-prod/f844beb0-c185-499c-8984-425f764785f9-1600.jpeg,works_well,noahb,26-03-2026,Sitze sind meist sehr sauber und in gepflegtem Zustand | Auf dreckigen Sitzflächen sitzen ist unangenehm | Gut reinigen,sitze sind meist sehr sauber und in gepflegtem zustand auf dreckigen sitzflächen sitzen ist unangenehm gut reinigen,False,False,data/images/79a856d4-ce5f-4d19-aa08-647bfa2b5fc5.jpeg,True,True,none,139.73,100.24,,seat upholstery in a train is mostly clean and in a well maintained condition sitting on dirty seat surfaces is unpleasant good cleaning is needed passenger comfort issue related to seat cleanliness,Seat upholstery in a train is mostly clean and in a well-maintained condition. Sitting on dirty seat surfaces is unpleasant – good cleaning is needed. Passenger comfort issue related to seat cleanliness.,True
0ad20697-59d5-4758-8be6-f9f7b3b599cf,d020f6f1-d773-4f59-aab0-986847608c57,47.497852,8.716176,https://urbanbelonging.app/minio/photo-uploads-prod/82315e1c-3fc6-4714-8728-c24e03609e6c-1600.jpeg,works_well,navin,26-03-2026,Bus | It’s my favorite bus and it drives in a really good frequency. | The politeness of the staff.,bus it s my favorite bus and it drives in a really good frequency the politeness of the staff,False,False,data/images/0ad20697-59d5-4758-8be6-f9f7b3b599cf.jpeg,True,True,too blurry,36.19,134.73,,regular bus service with good frequency and courteous staff passenger feedback indicates satisfaction with the bus route s reliability and the positive interactions with personnel,Regular bus service with good frequency and courteous staff. Passenger feedback indicates satisfaction with the bus route’s reliability and the positive interactions with personnel.,True
6794828e-3465-4c1e-960f-a9ced0691437,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.29661,8.447476,https://urbanbelonging.app/minio/photo-uploads-prod/eaf8b1a4-a705-4837-96ad-872e533dc980-1600.jpeg,works_well,noahb,26-03-2026,"Scheiben sind meist sauber und nicht verkratzt | Wenn man aus dem Fenster schauen will, sind saubere Fenster wichtig. | Fenster schön putzen von innen und aussen",scheiben sind meist sauber und nicht verkratzt wenn man aus dem fenster schauen will sind saubere fenster wichtig fenster schön putzen von innen und aussen,False,False,data/images/6794828e-3465-4c1e-960f-a9ced0691437.jpeg,True,True,none,375.22,139.32,,window cleanliness issue passengers report that windows are frequently dirty and scratched when viewing out of them highlighting the importance of maintaining clean windows both internally and externally for passenger comfort and visibility infrastructure maintenance issue affecting passenger comfort,"Window cleanliness issue. Passengers report that windows are frequently dirty and scratched when viewing out of them, highlighting the importance of maintaining clean windows both internally and externally for passenger comfort and visibility. Infrastructure maintenance issue affecting passenger comfort.",True
75006f50-a630-4838-91e1-d18b7704ecd7,d020f6f1-d773-4f59-aab0-986847608c57,47.496235,8.713979,https://urbanbelonging.app/minio/photo-uploads-prod/19714699-3bcb-4b5e-82ea-cabf5b223815-1600.jpeg,works_well,navin,26-03-2026,Nice view | There is a nice view from the bus. | Nothing,nice view there is a nice view from the bus nothing,False,False,data/images/75006f50-a630-4838-91e1-d18b7704ecd7.jpeg,True,True,none,129.39,137.83,,concrete bus shelter with a view of green space the view from the shelter is unremarkable suggesting a lack of visual appeal or interesting surroundings for passengers waiting at the bus stop potential for improved amenity or signage to enhance the passenger experience,"Concrete bus shelter with a view of green space. The view from the shelter is unremarkable, suggesting a lack of visual appeal or interesting surroundings for passengers waiting at the bus stop.  Potential for improved amenity or signage to enhance the passenger experience.",True
ffc38151-2794-48d7-a9f9-ed8788071fe0,fa50b577-a1eb-4819-a7c1-931a34c4e2bc,47.50161,8.751913,https://urbanbelonging.app/minio/photo-uploads-prod/0f33a4e0-5542-421a-8618-1757d7ac279d-1600.jpeg,works_well,emilie,30-03-2026,Gute schnelle verbindungen von grüze direkt nach zürich,gute schnelle verbindungen von grüze direkt nach zürich,False,False,data/images/ffc38151-2794-48d7-a9f9-ed8788071fe0.jpeg,True,True,none,148.21,98.0,,here s an analysis of the image and user report formatted as requested output image interior view of a train carriage the windows reflect a city scene suggesting movement and transit user report gute schnelle verbindungen von grüze direkt nach zürich this indicates a fast and reliable connection from grüsch to zurich the report highlights the efficiency of the train service suggesting a positive user experience this could indicate a desirable route or a well functioning rail system,"Here’s an analysis of the image and user report, formatted as requested:

**Output:**

Image: Interior view of a train carriage.  The windows reflect a city scene, suggesting movement and transit.

User report: “gute schnelle verbindungen von grüze direkt nach zürich” - This indicates a fast and reliable connection from Grüsch to Zurich.  The report highlights the efficiency of the train service, suggesting a positive user experience.  This could indicate a desirable route or a well-functioning rail system.",True
ca2eb3b3-3dfb-4d5c-bb21-3e8b1090deb2,5357067a-082f-4544-8ef0-d33d38670e56,47.490074,8.717019,https://urbanbelonging.app/minio/photo-uploads-prod/64249e34-5088-4ef8-8fc8-9870308f199c-1600.jpeg,works_well,ernst,31-03-2026,Haltestelle Storchenbrücke steht auf der Seite wo niemand wohnt. Platz gibt es ausreichend nach dem Abbiegen der Linie 4. Das Queren der Strasse ist für Fussgänger langwierig und gefährlich.,haltestelle storchenbrücke steht auf der seite wo niemand wohnt platz gibt es ausreichend nach dem abbiegen der linie 4 das queren der strasse ist für fussgänger langwierig und gefährlich,False,False,data/images/ca2eb3b3-3dfb-4d5c-bb21-3e8b1090deb2.jpeg,True,True,none,903.78,148.31,,bus stop at storchenbrücke located on a side street with limited pedestrian traffic crossing the road after taking line 4 is lengthy and dangerous for pedestrians requires pedestrian infrastructure improvements for safety and accessibility,Bus stop at Storchenbrücke – located on a side street with limited pedestrian traffic. Crossing the road after taking line 4 is lengthy and dangerous for pedestrians. Requires pedestrian infrastructure improvements for safety and accessibility.,True
f368942b-51b3-4830-9deb-383d0f4aa95b,5357067a-082f-4544-8ef0-d33d38670e56,47.49016,8.717011,https://urbanbelonging.app/minio/photo-uploads-prod/0f33a288-733e-4837-bf25-5bd99e787998-1600.jpeg,works_well,ernst,31-03-2026,alternative Stelle für Bushaltestelle Storchenbrücke Linie 4 auf der Seite wo die Fahrgäste wohnen.,alternative stelle für bushaltestelle storchenbrücke linie 4 auf der seite wo die fahrgäste wohnen,False,False,data/images/f368942b-51b3-4830-9deb-383d0f4aa95b.jpeg,True,True,none,1365.91,131.39,,bus stop shelter at storch bridge line 4 located on the side where passengers reside passengers require an alternative bus stop location due to the current location s inconvenience infrastructure issue affecting passenger accessibility and convenience,"Bus stop shelter at Storch Bridge, Line 4, located on the side where passengers reside. Passengers require an alternative bus stop location due to the current location’s inconvenience. Infrastructure issue affecting passenger accessibility and convenience.",True
b991490b-d245-4295-bf0f-a326fef96f12,aedbe82d-5cd6-4e4a-9ce1-0740f04af721,47.49872,8.7243185,https://urbanbelonging.app/minio/photo-uploads-prod/3b87a239-1eb0-452a-8c08-a8d0bd3e4b00-1600.jpeg,works_well,wenger,18-02-2026,"Ladekabel station fürs handy | Weil man es immer brauchen kann. Heutzutage ist man sehr viel am handy.
Vor allem am abend wenn es schon dunkel ist schätze ich solche stationen sehr | Not everytime the station is working
More checking
And more of that station in the bus. Often there are know whone or less",ladekabel station fürs handy weil man es immer brauchen kann heutzutage ist man sehr viel am handy vor allem am abend wenn es schon dunkel ist schätze ich solche stationen sehr not everytime the station is working more checking and more of that station in the bus often there are know whone or less,False,False,data/images/b991490b-d245-4295-bf0f-a326fef96f12.jpeg,True,True,too blurry,25.21,136.41,,charging station for mobile phones frequently used particularly in the evening when it is dark users appreciate the convenience of having readily available charging stations on buses infrastructure maintenance issue ensuring consistent functionality of charging stations to meet user demand,"Charging station for mobile phones, frequently used, particularly in the evening when it is dark. Users appreciate the convenience of having readily available charging stations on buses. Infrastructure maintenance issue - ensuring consistent functionality of charging stations to meet user demand.",True
d51807a7-5f48-462b-b076-1d38cd002f19,aedbe82d-5cd6-4e4a-9ce1-0740f04af721,47.497776,8.716852,https://urbanbelonging.app/minio/photo-uploads-prod/2a50fc5c-975f-4186-9b00-c9130e372354-1600.jpeg,works_well,wenger,18-02-2026,"Pünktlicher Bus | Weil ich nun pünktlich an mein Ziel komme
Zudem ist es draussen kalt und so muss ich kocht frieren
Ich schätze es das der Bus rechtzeitig ankommt | Couldnt been better 
Just happy how it is",pünktlicher bus weil ich nun pünktlich an mein ziel komme zudem ist es draussen kalt und so muss ich kocht frieren ich schätze es das der bus rechtzeitig ankommt couldnt been better just happy how it is,False,False,data/images/d51807a7-5f48-462b-b076-1d38cd002f19.jpeg,True,True,none,461.6,159.64,,covered bus stop shelter with seating area passengers are experiencing cold weather conditions due to a lack of heating leading to discomfort and potential health risks this highlights a need for infrastructure maintenance and improved passenger comfort during cold weather,"Covered bus stop shelter with seating area. Passengers are experiencing cold weather conditions due to a lack of heating, leading to discomfort and potential health risks. This highlights a need for infrastructure maintenance and improved passenger comfort during cold weather.",True
35be8ff4-2b42-426f-84e6-e55807f6ffd0,aedbe82d-5cd6-4e4a-9ce1-0740f04af721,47.50154,8.723366,https://urbanbelonging.app/minio/photo-uploads-prod/8e879d4c-2b89-417f-bff6-d48d540b768e-1600.jpeg,works_well,wenger,18-02-2026,,topic broken trash bins description two broken glass trash cans at a train station waiting area how to resolve or strengthen fix and replace damaged ones maintain cleanliness,True,True,data/images/35be8ff4-2b42-426f-84e6-e55807f6ffd0.jpeg,True,True,none,148.13,80.29,topic broken trash bins description two broken glass trash cans at a train station waiting area how to resolve or strengthen fix and replace damaged ones maintain cleanliness,covered train station waiting area with seating area two broken glass trash cans are present creating a potential safety hazard and impacting cleanliness recommend immediate repair or replacement of the damaged trash bins to ensure passenger safety and maintain a clean environment infrastructure maintenance issue affecting passenger safety and hygiene,"Covered train station waiting area with seating area. Two broken glass trash cans are present, creating a potential safety hazard and impacting cleanliness. Recommend immediate repair or replacement of the damaged trash bins to ensure passenger safety and maintain a clean environment. Infrastructure maintenance issue affecting passenger safety and hygiene.",True
12f63da3-c779-48bc-8cd7-817f5a0eb10c,25ce643a-b10b-464d-996a-6f41a3b85a39,47.348713,8.574797,https://urbanbelonging.app/minio/photo-uploads-prod/4dd1a630-218a-45bf-9fac-68ad9e13009e-1600.jpeg,works_well,vicente,19-02-2026,Local train S-Bahn from Winterthur to Winterthur Grüze super on time | Allows punctual arrival to destination | Keep infrastructure and operations management intact,local train s bahn from winterthur to winterthur grüze super on time allows punctual arrival to destination keep infrastructure and operations management intact,False,False,data/images/12f63da3-c779-48bc-8cd7-817f5a0eb10c.jpeg,True,True,none,505.48,101.72,,covered train station with local trains the local train from to grüze runs on time facilitating punctual arrivals and maintaining infrastructure and operations management,"Covered train station with local trains. The local train from Winterthur to Winterthur Grüze runs on time, facilitating punctual arrivals and maintaining infrastructure and operations management.",True
b7ee1818-a318-4309-a963-587e9187bbe5,b35f73ff-152a-4d66-b52a-5ac0af337c97,,,https://urbanbelonging.app/minio/photo-uploads-prod/3ca3ce97-92a4-4bf5-b247-ce477fbce49b-1600.jpeg,works_well,csd,20-02-2026,,topic train on track description the train is an old steam locomotive moving along tracks in a mountainous area how to resolve or strengthen invest in modern rail technology for faster and more efficient transportation,True,True,data/images/b7ee1818-a318-4309-a963-587e9187bbe5.jpeg,True,True,none,540.5,147.52,topic train on track description the train is an old steam locomotive moving along tracks in a mountainous area how to resolve or strengthen invest in modern rail technology for faster and more efficient transportation,old steam locomotive traveling along tracks in a mountainous region the train is antiquated suggesting a need for modernization recommendations invest in modern rail technology to improve transportation speed and efficiency in this challenging terrain addressing infrastructure requires upgrading to a more reliable and efficient system,"Old steam locomotive traveling along tracks in a mountainous region. The train is antiquated, suggesting a need for modernization. Recommendations: Invest in modern rail technology to improve transportation speed and efficiency in this challenging terrain. Addressing infrastructure requires upgrading to a more reliable and efficient system.",True
22764211-f0d9-4320-bc23-58badf0923cc,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.499527,8.722849,https://urbanbelonging.app/minio/photo-uploads-prod/75da8761-10bf-47b5-ae03-977ea79ff928-1600.jpeg,works_well,noahb,20-02-2026,Es hat noch Platz | Es ist sehr ruhig | Indem man sittliche Gepflogenheiten aufrecht erhält,es hat noch platz es ist sehr ruhig indem man sittliche gepflogenheiten aufrecht erhält,False,False,data/images/22764211-f0d9-4320-bc23-58badf0923cc.jpeg,True,True,none,55.33,97.11,,interior shot of a train carriage the carriage appears to be quiet and spacious suggesting a comfortable passenger experience no immediate issues are apparent,"Interior shot of a train carriage. The carriage appears to be quiet and spacious, suggesting a comfortable passenger experience. No immediate issues are apparent.",True
